measure_id,measure_name,location_id,location_name,sex_id,sex_name,age_id,age_name,cause_id,cause_name,metric_id,metric_name,year,val,upper,lower
1,Deaths,91,Portugal,3,Both,22,All Ages,299,HIV/AIDS - Tuberculosis,3,Rate,2015,0.5987244548999999,0.6653902801,0.5403282103
1,Deaths,91,Portugal,3,Both,23,5-14 years,297,Tuberculosis,1,Number,2015,0.24064290016061,0.29315698483054,0.19516552058963
1,Deaths,91,Portugal,3,Both,23,5-14 years,297,Tuberculosis,3,Rate,2015,0.0215331255,0.02623217199,0.01746373357
1,Deaths,91,Portugal,3,Both,23,5-14 years,299,HIV/AIDS - Tuberculosis,1,Number,2015,0.1125911215,0.12512775,0.1016096
1,Deaths,91,Portugal,3,Both,23,5-14 years,299,HIV/AIDS - Tuberculosis,3,Rate,2015,0.010074840160000001,0.01119663793,0.009092195086000001
1,Deaths,91,Portugal,3,Both,24,15-49 years,297,Tuberculosis,1,Number,2015,33.907106583571,38.97265286941,29.780261625681
1,Deaths,91,Portugal,3,Both,24,15-49 years,297,Tuberculosis,3,Rate,2015,0.6672462859999999,0.7669294064,0.5860355031
1,Deaths,91,Portugal,3,Both,24,15-49 years,299,HIV/AIDS - Tuberculosis,1,Number,2015,43.7584060435,48.6307473,39.4904543
1,Deaths,91,Portugal,3,Both,24,15-49 years,299,HIV/AIDS - Tuberculosis,3,Rate,2015,0.8611065823,0.9569876965999999,0.7771190212000001
1,Deaths,91,Portugal,3,Both,25,50-69 years,297,Tuberculosis,1,Number,2015,54.114042419744,61.551854863715,47.584063898516
1,Deaths,91,Portugal,3,Both,25,50-69 years,297,Tuberculosis,3,Rate,2015,2.053290154,2.335508725,1.8055183320000001
1,Deaths,91,Portugal,3,Both,25,50-69 years,299,HIV/AIDS - Tuberculosis,1,Number,2015,18.2118057901,20.23962235,16.43552675
1,Deaths,91,Portugal,3,Both,25,50-69 years,299,HIV/AIDS - Tuberculosis,3,Rate,2015,0.6910243883,0.7679673217,0.6236256922
1,Deaths,91,Portugal,3,Both,26,70+ years,297,Tuberculosis,1,Number,2015,133.97791848018,154.48372888865,115.39986216964
1,Deaths,91,Portugal,3,Both,26,70+ years,297,Tuberculosis,3,Rate,2015,8.805379912,10.153075709,7.584381819000001
1,Deaths,91,Portugal,3,Both,26,70+ years,299,HIV/AIDS - Tuberculosis,1,Number,2015,2.3650035427,2.62833795,2.1343343
1,Deaths,91,Portugal,3,Both,26,70+ years,299,HIV/AIDS - Tuberculosis,3,Rate,2015,0.15543423609999998,0.1727412609,0.1402740509
1,Deaths,92,Spain,2,Female,23,5-14 years,297,Tuberculosis,1,Number,2015,0.3639675377115,0.46405917920224,0.27356512905992
1,Deaths,92,Spain,2,Female,23,5-14 years,297,Tuberculosis,3,Rate,2015,0.01550962736,0.0197747994,0.011657340339999999
1,Deaths,92,Spain,2,Female,23,5-14 years,299,HIV/AIDS - Tuberculosis,1,Number,2015,0.0964871281,0.11056375,0.0849641
1,Deaths,92,Spain,2,Female,23,5-14 years,299,HIV/AIDS - Tuberculosis,3,Rate,2015,0.004111574015,0.004711416324,0.003620547062
1,Deaths,92,Spain,2,Female,24,15-49 years,297,Tuberculosis,1,Number,2015,11.267143139932,13.524757807838,9.2307692199315
1,Deaths,92,Spain,2,Female,24,15-49 years,297,Tuberculosis,3,Rate,2015,0.09519198443,0.11426574249999999,0.07798740285
1,Deaths,92,Spain,2,Female,24,15-49 years,299,HIV/AIDS - Tuberculosis,1,Number,2015,10.4512327156,11.97597505,9.20308765
1,Deaths,92,Spain,2,Female,24,15-49 years,299,HIV/AIDS - Tuberculosis,3,Rate,2015,0.08829865692,0.10118064889999999,0.07775353197
1,Deaths,92,Spain,2,Female,25,50-69 years,297,Tuberculosis,1,Number,2015,18.529971943905,21.888890537391,15.461296579872
1,Deaths,92,Spain,2,Female,25,50-69 years,297,Tuberculosis,3,Rate,2015,0.31927606869999997,0.3771510819,0.2664020258
1,Deaths,92,Spain,2,Female,25,50-69 years,299,HIV/AIDS - Tuberculosis,1,Number,2015,2.1691282044,2.4855847,1.9100787
1,Deaths,92,Spain,2,Female,25,50-69 years,299,HIV/AIDS - Tuberculosis,3,Rate,2015,0.03737462464,0.04282724717,0.03291113444
1,Deaths,92,Spain,2,Female,26,70+ years,297,Tuberculosis,1,Number,2015,131.29853299465,170.25185713253,103.01132810101
1,Deaths,92,Spain,2,Female,26,70+ years,297,Tuberculosis,3,Rate,2015,3.603126243,4.672092837,2.826861964
1,Deaths,92,Spain,2,Female,26,70+ years,299,HIV/AIDS - Tuberculosis,1,Number,2015,0.1556078109,0.1783096,0.13702425
1,Deaths,92,Spain,2,Female,26,70+ years,299,HIV/AIDS - Tuberculosis,3,Rate,2015,0.004270227194,0.004893215433,0.003760252909
1,Deaths,92,Spain,3,Both,1,Under 5,297,Tuberculosis,1,Number,2015,0.44761509673489,0.57332486689078,0.35378759768668
1,Deaths,92,Spain,3,Both,1,Under 5,297,Tuberculosis,3,Rate,2015,0.02054896413,0.026320006439999998,0.0162415617
1,Deaths,92,Spain,3,Both,1,Under 5,299,HIV/AIDS - Tuberculosis,1,Number,2015,0.393788525,0.4512388,0.34676015
1,Deaths,92,Spain,3,Both,1,Under 5,299,HIV/AIDS - Tuberculosis,3,Rate,2015,0.01807791108,0.02071531924,0.01591894829
1,Deaths,93,Sweden,2,Female,1,Under 5,297,Tuberculosis,1,Number,2015,0.03085889721903,0.0385627751175,0.01946258341925
1,Deaths,93,Sweden,2,Female,1,Under 5,297,Tuberculosis,3,Rate,2015,0.01100907099,0.01375746876,0.006943377429
1,Deaths,93,Sweden,2,Female,1,Under 5,299,HIV/AIDS - Tuberculosis,1,Number,2015,0.0134495755,0.01557385,0.0116871
1,Deaths,93,Sweden,2,Female,1,Under 5,299,HIV/AIDS - Tuberculosis,3,Rate,2015,0.004798205566,0.005556051264,0.004169433154
1,Deaths,169,Central African Republic,2,Female,1,Under 5,297,Tuberculosis,1,Number,2015,74.094958109395,187.14968117444,17.795213161293
1,Deaths,169,Central African Republic,2,Female,1,Under 5,297,Tuberculosis,3,Rate,2015,21.004368318,53.053011652,5.044570207
1,Deaths,169,Central African Republic,2,Female,1,Under 5,299,HIV/AIDS - Tuberculosis,1,Number,2015,61.088114937,82.107455,35.63869
1,Deaths,169,Central African Republic,2,Female,1,Under 5,299,HIV/AIDS - Tuberculosis,3,Rate,2015,17.317201127,23.275743296999998,10.102822125000001
1,Deaths,1,Global,1,Male,1,Under 5,297,Tuberculosis,1,Number,2015,11819.652587705,19488.321613063,8569.4912882262
1,Deaths,1,Global,1,Male,1,Under 5,297,Tuberculosis,3,Rate,2015,3.404812742,5.613877875,2.4685594330000002
1,Deaths,1,Global,1,Male,1,Under 5,299,HIV/AIDS - Tuberculosis,1,Number,2015,9346.9631948104,10695.252841788,7002.9541166843
1,Deaths,1,Global,1,Male,1,Under 5,299,HIV/AIDS - Tuberculosis,3,Rate,2015,2.692520866,3.08091403,2.017296902
1,Deaths,14,Maldives,2,Female,22,All Ages,297,Tuberculosis,1,Number,2015,2.5215856064787,3.4590482853283,1.5667028806498
1,Deaths,14,Maldives,2,Female,22,All Ages,297,Tuberculosis,3,Rate,2015,1.392834656,1.9106557370000001,0.8653912118
1,Deaths,14,Maldives,2,Female,22,All Ages,299,HIV/AIDS - Tuberculosis,1,Number,2015,0.0382551869,0.0464629,0.0265889
1,Deaths,14,Maldives,2,Female,22,All Ages,299,HIV/AIDS - Tuberculosis,3,Rate,2015,0.02113081052,0.025664459710000004,0.014686766289999998
1,Deaths,15,Myanmar,1,Male,22,All Ages,297,Tuberculosis,1,Number,2015,15817.586511049,26040.174841535,8902.8630001745
1,Deaths,15,Myanmar,1,Male,22,All Ages,297,Tuberculosis,3,Rate,2015,59.896847233,98.606979009,33.712692675
1,Deaths,15,Myanmar,1,Male,22,All Ages,299,HIV/AIDS - Tuberculosis,1,Number,2015,2604.7883825436,5540.5443595,686.2704923
1,Deaths,15,Myanmar,1,Male,22,All Ages,299,HIV/AIDS - Tuberculosis,3,Rate,2015,9.863617015,20.980517729000002,2.598717583
1,Deaths,15,Myanmar,1,Male,23,5-14 years,297,Tuberculosis,1,Number,2015,80.888668579736,134.98061733528,48.502061497367
1,Deaths,15,Myanmar,1,Male,23,5-14 years,297,Tuberculosis,3,Rate,2015,1.56367696,2.609340663,0.9376042726000001
1,Deaths,15,Myanmar,1,Male,23,5-14 years,299,HIV/AIDS - Tuberculosis,1,Number,2015,12.1892780732,35.463005,0.0
1,Deaths,15,Myanmar,1,Male,23,5-14 years,299,HIV/AIDS - Tuberculosis,3,Rate,2015,0.2356336836,0.6855433185,0.0
1,Deaths,15,Myanmar,1,Male,24,15-49 years,297,Tuberculosis,1,Number,2015,5764.4855065019,9836.1977784787,2518.0476647694
1,Deaths,15,Myanmar,1,Male,24,15-49 years,297,Tuberculosis,3,Rate,2015,40.171938599,68.547163391,17.547942116
1,Deaths,15,Myanmar,1,Male,24,15-49 years,299,HIV/AIDS - Tuberculosis,1,Number,2015,1818.5619484285,3714.426445,475.0633775
1,Deaths,15,Myanmar,1,Male,24,15-49 years,299,HIV/AIDS - Tuberculosis,3,Rate,2015,12.673318270000001,25.885348440999998,3.3106538469999998
1,Deaths,15,Myanmar,1,Male,25,50-69 years,297,Tuberculosis,1,Number,2015,6131.3767315992,11329.551059342,3064.9905868599
1,Deaths,15,Myanmar,1,Male,25,50-69 years,297,Tuberculosis,3,Rate,2015,162.07555308899998,299.483025447,81.019336358
1,Deaths,15,Myanmar,1,Male,25,50-69 years,299,HIV/AIDS - Tuberculosis,1,Number,2015,696.706545706,1652.3465,160.50549
1,Deaths,15,Myanmar,1,Male,25,50-69 years,299,HIV/AIDS - Tuberculosis,3,Rate,2015,18.416598323,43.677788926,4.242769137
1,Deaths,15,Myanmar,1,Male,26,70+ years,297,Tuberculosis,1,Number,2015,3803.4483002732,7014.5987668146,2193.5001498831
1,Deaths,15,Myanmar,1,Male,26,70+ years,297,Tuberculosis,3,Rate,2015,522.192008793,963.0649350580001,301.155215129
1,Deaths,15,Myanmar,1,Male,26,70+ years,299,HIV/AIDS - Tuberculosis,1,Number,2015,70.520992125,160.30762,16.257994
1,Deaths,15,Myanmar,1,Male,26,70+ years,299,HIV/AIDS - Tuberculosis,3,Rate,2015,9.682134987,22.00933377,2.2321310100000002
1,Deaths,15,Myanmar,3,Both,22,All Ages,297,Tuberculosis,1,Number,2015,20549.384961171,33013.86022196,11831.944306205
1,Deaths,15,Myanmar,3,Both,22,All Ages,297,Tuberculosis,3,Rate,2015,38.035659236,61.106641078,21.900207503
1,Deaths,15,Myanmar,3,Both,22,All Ages,299,HIV/AIDS - Tuberculosis,1,Number,2015,2900.0493860029,6197.7715,752.5627183
1,Deaths,15,Myanmar,3,Both,22,All Ages,299,HIV/AIDS - Tuberculosis,3,Rate,2015,5.367814447,11.47169678,1.392947706
1,Deaths,15,Myanmar,3,Both,23,5-14 years,297,Tuberculosis,1,Number,2015,102.08528009433,162.241246923,64.85150820887
1,Deaths,15,Myanmar,3,Both,23,5-14 years,297,Tuberculosis,3,Rate,2015,0.9926538041,1.5775965950000002,0.6306011528
1,Deaths,15,Myanmar,3,Both,23,5-14 years,299,HIV/AIDS - Tuberculosis,1,Number,2015,24.1738572259,70.228475,0.0
1,Deaths,15,Myanmar,3,Both,23,5-14 years,299,HIV/AIDS - Tuberculosis,3,Rate,2015,0.2350610202,0.6828855476,0.0
1,Deaths,15,Myanmar,3,Both,24,15-49 years,297,Tuberculosis,1,Number,2015,7097.1112506699,12027.311522688,3513.6179179143
1,Deaths,15,Myanmar,3,Both,24,15-49 years,297,Tuberculosis,3,Rate,2015,24.370684695999998,41.300439625,12.06536981
1,Deaths,15,Myanmar,3,Both,24,15-49 years,299,HIV/AIDS - Tuberculosis,1,Number,2015,2035.9125431723,4177.55221,535.0575045
1,Deaths,15,Myanmar,3,Both,24,15-49 years,299,HIV/AIDS - Tuberculosis,3,Rate,2015,6.991095142,14.345246018000001,1.837327545
1,Deaths,15,Myanmar,3,Both,25,50-69 years,297,Tuberculosis,1,Number,2015,7899.0255281097,14064.003268794,4208.2494772187
1,Deaths,15,Myanmar,3,Both,25,50-69 years,297,Tuberculosis,3,Rate,2015,96.45007085099999,171.72676743899999,51.384308608
1,Deaths,15,Myanmar,3,Both,25,50-69 years,299,HIV/AIDS - Tuberculosis,1,Number,2015,751.7841832294,1784.520502,171.98485275
1,Deaths,15,Myanmar,3,Both,25,50-69 years,299,HIV/AIDS - Tuberculosis,3,Rate,2015,9.17956786,21.789666789,2.099999801
1,Deaths,15,Myanmar,3,Both,26,70+ years,297,Tuberculosis,1,Number,2015,5402.2904197336,9225.5237540836,3240.4104713247
1,Deaths,15,Myanmar,3,Both,26,70+ years,297,Tuberculosis,3,Rate,2015,311.03095971,531.14942275,186.56308529900002
1,Deaths,15,Myanmar,3,Both,26,70+ years,299,HIV/AIDS - Tuberculosis,1,Number,2015,74.7259471296,169.964941,17.16438055
1,Deaths,15,Myanmar,3,Both,26,70+ years,299,HIV/AIDS - Tuberculosis,3,Rate,2015,4.302264642,9.785545262,0.9882203813
1,Deaths,94,Switzerland,1,Male,22,All Ages,297,Tuberculosis,1,Number,2015,18.831453349672,22.701567363317,15.820155496673
1,Deaths,94,Switzerland,1,Male,22,All Ages,297,Tuberculosis,3,Rate,2015,0.460082083,0.5546350621,0.38651132850000003
1,Deaths,94,Switzerland,1,Male,22,All Ages,299,HIV/AIDS - Tuberculosis,1,Number,2015,1.047811364,1.20690455,0.9116117
1,Deaths,94,Switzerland,1,Male,22,All Ages,299,HIV/AIDS - Tuberculosis,3,Rate,2015,0.02559968095,0.02948657993,0.022272109850000003
1,Deaths,94,Switzerland,1,Male,23,5-14 years,297,Tuberculosis,1,Number,2015,0.04035897558854,0.046145316024,0.03529519262828
1,Deaths,94,Switzerland,1,Male,23,5-14 years,297,Tuberculosis,3,Rate,2015,0.009936612599,0.01136124368,0.008689880104
1,Deaths,94,Switzerland,1,Male,23,5-14 years,299,HIV/AIDS - Tuberculosis,1,Number,2015,0.0036587689,0.00421425,0.0031832
1,Deaths,94,Switzerland,1,Male,23,5-14 years,299,HIV/AIDS - Tuberculosis,3,Rate,2015,0.0009008100044,0.0010375726939999999,0.0007837222427
1,Deaths,94,Switzerland,1,Male,24,15-49 years,297,Tuberculosis,1,Number,2015,1.0320790627531,1.2479822133525,0.85013030787993
1,Deaths,94,Switzerland,1,Male,24,15-49 years,297,Tuberculosis,3,Rate,2015,0.051225862309999995,0.06194192679,0.04219508014
1,Deaths,94,Switzerland,1,Male,24,15-49 years,299,HIV/AIDS - Tuberculosis,1,Number,2015,0.5932284266,0.6833006,0.51611775
1,Deaths,94,Switzerland,1,Male,24,15-49 years,299,HIV/AIDS - Tuberculosis,3,Rate,2015,0.029444098,0.03391471068,0.025616813559999996
1,Deaths,94,Switzerland,1,Male,25,50-69 years,297,Tuberculosis,1,Number,2015,4.0868889421287,4.8766030130515,3.4129380792856
1,Deaths,94,Switzerland,1,Male,25,50-69 years,297,Tuberculosis,3,Rate,2015,0.39266874409999997,0.46854456740000006,0.32791547260000004
1,Deaths,94,Switzerland,1,Male,25,50-69 years,299,HIV/AIDS - Tuberculosis,1,Number,2015,0.3797290218,0.4373847,0.33036995
1,Deaths,94,Switzerland,1,Male,25,50-69 years,299,HIV/AIDS - Tuberculosis,3,Rate,2015,0.03648440554,0.04202397008,0.03174198184
1,Deaths,94,Switzerland,3,Both,22,All Ages,297,Tuberculosis,1,Number,2015,33.897483626579,38.779697143764,29.13670381313
1,Deaths,94,Switzerland,3,Both,22,All Ages,297,Tuberculosis,3,Rate,2015,0.4094713404,0.4684470241,0.3519625579
1,Deaths,94,Switzerland,3,Both,22,All Ages,299,HIV/AIDS - Tuberculosis,1,Number,2015,1.541710542,1.7757943,1.3413117
1,Deaths,94,Switzerland,3,Both,22,All Ages,299,HIV/AIDS - Tuberculosis,3,Rate,2015,0.01862339758,0.02145105782,0.01620263959
1,Deaths,94,Switzerland,3,Both,23,5-14 years,297,Tuberculosis,1,Number,2015,0.07870539505282,0.08842748569853,0.0698752167358
1,Deaths,94,Switzerland,3,Both,23,5-14 years,297,Tuberculosis,3,Rate,2015,0.009895637021000001,0.01111799648,0.00878541826
1,Deaths,94,Switzerland,3,Both,23,5-14 years,299,HIV/AIDS - Tuberculosis,1,Number,2015,0.0099885528,0.0115051,0.00869025
1,Deaths,94,Switzerland,3,Both,23,5-14 years,299,HIV/AIDS - Tuberculosis,3,Rate,2015,0.001255861726,0.001446537379,0.00109262599
1,Deaths,94,Switzerland,3,Both,24,15-49 years,297,Tuberculosis,1,Number,2015,1.626509957804,1.8665729364787,1.4153183209059
1,Deaths,94,Switzerland,3,Both,24,15-49 years,297,Tuberculosis,3,Rate,2015,0.040917873890000005,0.046957103449999996,0.03560495827
